"PLAYERS","DFG","BOT                               GVR                               HSM                               JHN                               LGN                               LPT                               MAC                               SHF                               SRL                               UFA                               VPP                               ZSK","ANA                               BOS                               BUF                               CAR                               CBJ                               CGY                               CHI                               COL                               DAL                               DET                               EDM                               FLA                               LAK                               MIN                               MTL                               NJD                               NSH                               NYI                               NYR                               OTT                               PHI                               PIT                               SEA                               SJS                               STL                               TBL                               TOR                               UFA                               UTA                               VAN                               VGK                               WPG                               WSH","Age","Cap","GP","Pts","PPG"
"Will Skahan                                3","D","UFA","UTA","20","$0.0","0","0","0.0"
"Gabe Smith                                3","F","UFA","UTA","20","$0.0","0","0","0.0"
"Jaxson Stauber                                3","G","UFA","UTA","27","$0.0","0","0","0.0"
"Maksymilian Szuber                                3","D","UFA","UTA","24","$0.0","0","0","0.0"
"Melker Thelin                                3","G","UFA","UTA","21","$0.0","0","0","0.0"
"Cal Thomas                                3","D","UFA","UTA","23","$0.0","0","0","0.0"
"Anson Thornton                                3","G","UFA","UTA","23","$0.0","0","0","0.0"
"Ivan Tkach-Tkachenko                                3","G","UFA","UTA","19","$0.0","0","0","0.0"
"Veeti Vaisanen                                3","D","UFA","UTA","20","$0.0","0","0","0.0"
"Juuso Valimaki                                3","D","UFA","UTA","27","$0.5","0","0","0.0"
"Matt Villalta                                3","G","UFA","UTA","27","$0.0","0","0","0.0"
"Parker Alcos                                3","D","UFA","VAN","20","$0.0","0","0","0.0"
"Vilmer Alriksson                                3","F","UFA","VAN","21","$0.0","0","0","0.0"
"Nils Aman                                3","F","UFA","VAN","26","$0.0","2","0","0.0"
"Vincent Arseneau                                3","F","UFA","VAN","34","$0.0","0","0","0.0"
"Josh Bloom                                3","F","UFA","VAN","23","$0.0","0","0","0.0"
"Guillaume Brisebois                                3","D","UFA","VAN","29","$0.0","0","0","0.0"
"Aiden Celebrini                                3","D","UFA","VAN","21","$0.0","0","0","0.0"
"Braeden Cootes                                3","F","UFA","VAN","19","$0.0","3","0","0.0"
"Kieren Dervin                                3","F","UFA","VAN","19","$0.0","0","0","0.0"
"Derek Forbort                                3","D","UFA","VAN","34","$0.0","2","0","0.0"
"Daimon Gardner                                3","F","UFA","VAN","22","$0.0","0","0","0.0"
"Danila Klimovich                                3","F","UFA","VAN","23","$0.0","0","0","0.0"
"Aku Koskenvuo                                3","G","UFA","VAN","23","$0.0","0","0","0.0"
"Vitali Kravtsov                                3","F","UFA","VAN","26","$0.8","0","0","0.0"
"Kirill Kudryavtsev                                3","D","UFA","VAN","22","$0.0","0","0","0.0"
"Joseph Labate                                3","F","UFA","VAN","33","$0.0","0","0","0.0"
"Mackenzie Maceachern                                3","F","UFA","VAN","32","$0.0","0","0","0.0"
"Victor Mancini                                3","D","UFA","VAN","24","$0.0","11","0","0.0"
"Aleksei Medvedev                                3","G","UFA","VAN","19","$0.0","0","0","0.0"
"Ty Mueller                                3","F","UFA","VAN","23","$0.0","0","0","0.0"
"Sawyer Mynio                                3","D","UFA","VAN","21","$0.0","0","0","0.0"
"Jiri Patera                                3","G","UFA","VAN","27","$0.0","1","0","0.0"
"Riley Patterson                                3","F","UFA","VAN","20","$0.0","0","0","0.0"
"Matthew Perkins                                3","F","UFA","VAN","22","$0.0","0","0","0.0"
"Elias Pettersson                                3","D","UFA","VAN","22","$0.0","0","0","0.0"
"Anri Ravinskis                                3","F","UFA","VAN","23","$0.0","0","0","0.0"
"Anthony Romani                                3","F","UFA","VAN","21","$0.0","0","0","0.0"
"Ilya Safonov                                3","F","UFA","VAN","25","$0.0","0","0","0.0"
"Basile Sansonnens                                3","D","UFA","VAN","20","$0.0","0","0","0.0"
"Jimmy Schuldt                                3","D","UFA","VAN","31","$0.0","0","0","0.0"
"Chase Stillman                                3","F","UFA","VAN","23","$0.0","0","0","0.0"
"Jett Woo                                3","D","UFA","VAN","26","$0.0","0","0","0.0"
"Ty Young                                3","G","UFA","VAN","22","$0.0","0","0","0.0"
"Jakub Brabenec                                3","F","UFA","VGK","23","$0.0","0","0","0.0"
"Mathieu Cataford                                3","F","UFA","VGK","21","$0.0","0","0","0.0"
"Dylan Coghlan                                3","D","UFA","VGK","28","$0.0","3","0","0.0"
"Trevor Connelly                                A","F","LGN","VGK","20","$0.5","0","0","0.0"
"Lukas Cormier                                B","D","ZSK","VGK","24","$0.5","0","0","0.0"
"Jakub Demek                                3","F","UFA","VGK","23","$0.0","0","0","0.0"
"Ryder Donovan                                3","F","UFA","VGK","25","$0.0","0","0","0.0"
"Martins Dzierkals                                3","F","UFA","VGK","29","$0.0","0","0","0.0"
"Noah Ellis                                3","D","UFA","VGK","24","$0.0","0","0","0.0"
"Joe Fleming                                3","D","UFA","VGK","23","$0.0","0","0","0.0"
"Remi Gelinas                                3","F","UFA","VGK","21","$0.0","0","0","0.0"
"Jordan Gustafson                                3","F","UFA","VGK","22","$0.0","0","0","0.0"
"Jackson Hallum                                3","F","UFA","VGK","24","$0.0","0","0","0.0"
"Ben Hemmerling                                3","F","UFA","VGK","22","$0.0","0","0","0.0"
"Jakob Ihs Wozniak                                3","F","UFA","VGK","19","$0.0","0","0","0.0"
"Arttu Karki                                3","D","UFA","VGK","21","$0.0","0","0","0.0"
"Viliam Kmec                                3","D","UFA","VGK","22","$0.0","0","0","0.0"
"Raphael Lavoie                                3","F","UFA","VGK","25","$0.0","1","0","0.0"
"Brayden Mcnabb                                3","D","UFA","VGK","35","$0.0","0","0","0.0"
"Jaycob Megna                                3","D","UFA","VGK","33","$0.0","4","0","0.0"
"Ivan Morozov                                3","F","UFA","VGK","26","$0.0","0","0","0.0"
"Pavel Moysevich                                3","G","UFA","VGK","21","$0.0","0","0","0.0"
"Mateo Nobert                                3","F","UFA","VGK","19","$0.0","0","0","0.0"
"Matyas Sapovaliv                                3","F","UFA","VGK","22","$0.0","0","0","0.0"
"Christoffer Sedoff                                3","D","UFA","VGK","24","$0.0","0","0","0.0"
"Carter Sotheran                                3","D","UFA","VGK","21","$0.0","0","0","0.0"
"Trent Swick                                3","F","UFA","VGK","22","$0.0","0","0","0.0"
"Kai Uchacz                                3","F","UFA","VGK","23","$0.0","3","0","0.0"
"Tuomas Uronen                                3","F","UFA","VGK","21","$0.0","0","0","0.0"
"Lucas Van Vliet                                3","F","UFA","VGK","20","$0.0","0","0","0.0"
"Jesper Vikman                                3","G","UFA","VGK","24","$0.0","0","0","0.0"
"Cameron Whitehead                                3","G","UFA","VGK","23","$0.0","0","0","0.0"
"Abram Wiebe                                3","D","UFA","VGK","23","$0.0","0","0","0.0"
"Cam Allen                                3","D","UFA","WSH","21","$0.0","0","0","0.0"
"Louie Belpedio                                3","D","UFA","WSH","30","$0.0","0","0","0.0"
"Garin Bjorklund                                3","G","UFA","WSH","24","$0.0","0","0","0.0"
"Ryan Chesley                                3","D","UFA","WSH","22","$0.0","0","0","0.0"
"Chase Clark                                3","G","UFA","WSH","24","$0.0","0","0","0.0"
"Graeme Clarke                                3","F","UFA","WSH","25","$0.0","0","0","0.0"
"Andrew Cristall                                A","F","JHN","WSH","21","$0.5","0","0","0.0"
"Aron Dahlqvist                                3","D","UFA","WSH","19","$0.0","0","0","0.0"
"Zac Funk                                3","F","UFA","WSH","23","$0.0","0","0","0.0"
"Milton Gastrin                                3","F","UFA","WSH","19","$0.0","0","0","0.0"
"Tobias Geisser                                3","D","UFA","WSH","27","$0.0","0","0","0.0"
"David Gucciardi                                3","D","UFA","WSH","23","$0.0","0","0","0.0"
"Ryan Hofer                                3","F","UFA","WSH","24","$0.0","0","0","0.0"
"Cole Hutson                                A","D","SRL","WSH","20","$0.5","0","0","0.0"
"Brett Hyland                                3","F","UFA","WSH","23","$0.0","0","0","0.0"
"Antoine Keller                                3","G","UFA","WSH","21","$0.0","0","0","0.0"
"Nicholas Kempf                                3","G","UFA","WSH","20","$0.0","0","0","0.0"
"Lynden Lakovic                                3","F","UFA","WSH","19","$0.0","0","0","0.0"
"Joaquim Lemay                                3","D","UFA","WSH","24","$0.0","0","0","0.0"
"Eriks Mateiko                                3","F","UFA","WSH","20","$0.0","0","0","0.0"
"Dylan Mcilrath                                3","D","UFA","WSH","34","$0.0","0","0","0.0"
"Ivan Miroshnichenko                                A","F","LPT","WSH","22","$0.5","4","0","0.0"
"Leon Muggli                                3","D","UFA","WSH","20","$0.0","0","0","0.0"
"Terik Parascak                                3","F","UFA","WSH","20","$0.0","0","0","0.0"
"Ludwig Persson                                3","F","UFA","WSH","22","$0.0","0","0","0.0"
"Ilya Protas                                A","F","GVR","WSH","20","$0.5","0","0","0.0"
"Sheldon Rempal                                3","F","UFA","WSH","31","$0.0","0","0","0.0"
"Calle Rosen                                3","D","UFA","STL","32","$0.0","0","0","0.0"
"Henrik Rybinski                                3","F","UFA","WSH","25","$0.0","0","0","0.0"
"Miroslav Satan                                3","F","UFA","WSH","20","$0.0","0","0","0.0"
"Petr Sikora                                3","F","UFA","WSH","20","$0.0","0","0","0.0"
"Spencer Smallman                                3","F","UFA","WSH","30","$0.0","0","0","0.0"
"Alexander Suzdalev                                3","F","UFA","WSH","22","$0.0","0","0","0.0"
"Patrick Thomas                                3","F","UFA","WSH","22","$0.0","0","0","0.0"
"Bogdan Trineyev                                3","F","UFA","WSH","24","$0.0","2","0","0.0"
"Trevor Van Riemsdyk                                3","D","UFA","WSH","35","$0.0","0","0","0.0"
"Jaret Anderson-Dolan                                3","F","UFA","WPG","27","$0.0","0","0","0.0"
"Colby Barlow                                A","F","VPP","WPG","21","$0.5","0","0","0.0"
"Tyrel Bauer                                3","D","UFA","WPG","24","$0.0","0","0","0.0"
"Harrison Blaisdell                                3","F","UFA","WPG","25","$0.0","0","0","0.0"
"Sascha Boumedienne                                3","D","UFA","WPG","19","$0.0","0","0","0.0"
"Garrett Brown                                3","D","UFA","WPG","22","$0.0","0","0","0.0"
"Nikita Chibrikov                                A","F","SRL","WPG","23","$0.5","8","0","0.0"
"Kale Clague                                3","D","UFA","WPG","28","$0.0","0","0","0.0"
"Dylan Demelo                                3","D","UFA","WPG","33","$0.0","0","0","0.0"
"Phillip Di Giuseppe                                3","F","UFA","WPG","32","$0.0","0","0","0.0"
"Domenic Divincentiis                                3","G","UFA","WPG","22","$0.0","0","0","0.0"
"Walker Duehr                                3","F","UFA","WPG","28","$0.0","2","0","0.0"
"Edison Engle                                3","D","UFA","WPG","19","$0.0","0","0","0.0"
"Samuel Fagemo                                3","F","UFA","WPG","26","$0.5","0","0","0.0"
"Haydn Fleury                                3","D","UFA","WPG","30","$0.0","19","0","0.0"
"Alfons Freij                                3","D","UFA","WPG","20","$0.0","0","0","0.0"
"David Gustafsson                                3","F","UFA","WPG","26","$0.0","0","0","0.0"
"Kevin He                                3","F","UFA","WPG","20","$0.0","0","0","0.0"
"Ville Heinola                                3","D","UFA","WPG","25","$0.5","2","0","0.0"
"Jacob Julien                                3","F","UFA","WPG","22","$0.0","0","0","0.0"
"Viktor Klingsell                                3","F","UFA","WPG","19","$0.0","0","0","0.0"
"Pavel Kraskovsky                                3","F","UFA","WPG","30","$0.0","0","0","0.0"
"Connor Levis                                3","F","UFA","WPG","21","$0.0","0","0","0.0"
"Markus Loponen                                3","F","UFA","WPG","20","$0.0","0","0","0.0"
"Owen Martin                                3","F","UFA","WPG","19","$0.0","0","0","0.0"
"Thomas Milic                                3","G","UFA","WPG","23","$0.0","3","0","0.0"
"Zach Nehring                                3","F","UFA","WPG","21","$0.0","0","0","0.0"
"Isaak Phillips                                3","D","UFA","WPG","24","$0.0","2","0","0.0"
